0
Авнюга
Агура
Акел 
Акминге 
Аксай
Аксай Есауловский
Аксай Кумоярский
Ахтуба
Алоль
Амур
Анадырь
Ангара
Анграпа 
Андома
Апчас
Арге 
Арчеда
Айдар
Аткара
Бабья
Бейсуг
Бейсужёк
Белая 
Белая 
Белая 
Белка 
Белка 
Белка 
Беломорская Шуя
Березайка
Березина 
Березина 
Беседь
Бирся
Битюг
Богучар
Болва
Большая 
Большая Вишера
Большая Кирокса
Большая Кица
Большая Лаба
Большая Свага
Большая Юра
Большой Гашун
Большой Зеленчук
Бузлук
Булатная
Бурга
Бусловка
Быстрая
Барал
Баланда
Большой Караман
Большой Кушум
Большой Иргиз
Большой Узень
Быстрая Сосна
Вага
Ваенга
Ваеньга
Важинка 
Ваймуга
Валгомка
Валдайка
Валя
Вама
Варзуга
Вежма
Вейга
Векша
Велеса
Великая
Вель
Вельгия
Велья
Веребья
Веронда
Верхний Выг
Верхняя Тойма
Веряжа
Видлица
Видогощь
Вилга
Вихра
Вишера
Влоя
Водла
Войтоловка
Волга
Волковка
Волма
Вологда
Воложба
Волхов
Ворскла
Воньга
Вопь
Воркута
Ворона
Воронеж
Воронья
Восточная 
Восточная Лица
Восточный Дагомыс
Вруда
Вуктыл
Вуокса
Ветьма
Выг
Выйка
Вытегра
Вычегда
Вяда
Вязьма
Гдовка
Гилия 
Гладышевка
Глушица
Головкинский 
Горькая речка
Гурьевка 
Гусь
Дагомыс 
Дагомыс Восточный
Дагомыс Западный
Дальняя 
Дамхурц
Даугава 
Двиница
Девица
Дейма
Деревянка
Деркул
Десна
Днепр
Дон
Дудергофка
Дыменка
Евда
Елань 
Елань 
Елена 
Емца
Енисей
Ёрга
Ёрса
Еруслан
Ея
Жанна
Желча
Жубка 
Жул-Жулгет
Забитица
Западная 
Западная Двина 
Западная Лица
Западный Дагомыс
Златынка
Золотица
Ивановка
Ивина
Ижма
Ижора 
Иййоки
Икса 
Илекса
Иловля
Илыч
Ильзна
Индигирка
Инема
Инструч 
Ипуть
Иртыш
Исса
Йоканьга
Кавалерка
Кагальник
Казанка
Калга
Калитва
Кама
Каменка
Карай
Карачан
Каркельнфлюс
Каспля
Кебь
Келка
Кемь
Кена
Кересть
Кереть
Кехта 
Киба
Кивиоя
Кипша
Кирккойоки
Кисийоки 
Кица 
Клевень
Клязьма
Ковра
Кожа
Кожва
Кокколанйоки
Кола
Колежма
Колошка 
Колыма
Контровод
Копосара 
Корневка
Красивая Меча
Красненькая
Крынка
Кубань
Кугоея
Кудеб 
Кудепста
Куз-река
Кузема
Кузра
Кянда
Кумса
Куна
Кундрючья
Кунья
Кургаш
Куртлак
Кусега
Кутижма
Кухва
Кушерека
Кшень
Лаба
 
Лава 
Лава 
Лавна
Ланошенка
Лама
Лая
Лежа 
Леменка
Лемью
Лена
Лесной Воронеж
Летняя
Лжа 
Лижма
Ловать
Лойефлюс 
Лоймож
Локня
Лоо
Лопшеньга
Лососинка
Лоукса 
Лубья 
Луга
Луженьга
Луненка
Луокса 
Лыжа
Лындога
Лынна
Льняная
Люта 
Люта 
Лютая
Лявля
Лямца 
Майская 
Малая 
Малая Вишера
Малая Лаба
Малошуйка
Малый Волховец
Малый Зеленчук
Мамхурц
Мандрога
Маныч
Марёвка
Матросовка
Матыра
Мача
Машозерка 
Мга
Мда
Мегрега
Мегри
Медведица
Медвежья
Межа
Мезень
Мжа
Мзымта
Миус
Мойка 
Мойка 
Мокрый Еланчик
Моржевка
Москва-река
Моша
Мста
Мшага
Мюлен 
Мяг-река
Навля
Назия
Нарва 
Насва
Небуго 
Нева
Неглинка
Неман
Немина
Немонин
Нерусса
Нива
Нижма
Нижний Выг
Нижняя Тойма
Нименьга
Нисайоки
Ниша
Новзема
Нюма
Нюхча
Нялма
Обдёх
Обокша
Обша
Обь
Ока
Оккервиль
Олова
Оломна
Олонка
Олым
Онега
Оредеж
Орловка
Осередь
Оскол
Оскуя 
Остер
Остёр
Остречинка
Осьма
Осьма
Охта
Оять
Пажа
Паз
Паньгома 
Пасмар
Паша
Пележма
Пельшма
Пенжина
Пенсан-йоки 
Перетна 
Пехорка
Песковатка
Печора
Пёша
Пижма
Пимжа 
Пинега
Писса
Письем
Питьба
Пласкуша
Плоскуша
Плюсса
Пожупинка
Пола
Полисть
Полисть
Полометь
Полонка
Польной Воронеж
Понеретка 
Поной
Поньгома 
Портянка
Порусья
Поршта
Порья
Посолка
Потудань
Преголя
Прикша
Приморская
Протока
Прохладная
Прусыня
Псёл
Псекупс
Псижа
Пскова
Псоу
Пур
Пурнема
Пчёвжа
Пшеха
Пшиш
Пяльма
Пянда
Равань
Радоль
Разлив 
Ракколанйоки 
Ревна
Рёвна
Редья
Рессета
Россонь
Рощинка
Руйга
Руза
Руфабго
Рында
Саба
Саблинка 
Савайнйоки
Савала
